nazwa_pliku,obiekt,pewnosc,x1,y1,x2,y2
a403748fe2.jpg,person,0.96,3.2,35.8,532.8,533.7
a403748fe2.jpg,person,0.91,321.2,543.3,732.2,992.2
a403748fe2.jpg,person,0.88,583.5,39.8,981.7,525.9
a403748fe2.jpg,tie,0.72,746.3,238.1,798.1,415.3
a403748fe2.jpg,chair,0.71,748.3,732.8,1037.7,976.4
a403748fe2.jpg,cup,0.67,956.4,978.9,1073.7,1073.8
a403748fe2.jpg,cup,0.52,206.3,924.8,288.5,1063.5
a403748fe2.jpg,tie,0.29,744.5,237.7,794.5,370.7
7559423853.jpg,person,0.83,288.3,340.3,538.4,613.3
7559423853.jpg,person,0.78,462.8,361.6,824.0,898.9
7559423853.jpg,cup,0.44,632.3,868.8,732.8,946.7
b73cd6aa28.jpg,cup,0.8,502.7,379.6,539.6,426.4
b73cd6aa28.jpg,person,0.77,380.8,196.1,518.3,600.2
b73cd6aa28.jpg,person,0.76,761.2,237.0,1000.7,601.6
b73cd6aa28.jpg,person,0.75,264.8,187.8,369.2,496.0
b73cd6aa28.jpg,person,0.74,445.9,244.3,666.2,593.5
b73cd6aa28.jpg,cup,0.69,502.0,380.9,540.7,442.9
b73cd6aa28.jpg,person,0.57,177.3,202.6,346.3,600.0
b73cd6aa28.jpg,horse,0.34,0.0,312.6,217.3,602.0
b73cd6aa28.jpg,person,0.33,177.4,202.7,337.4,478.9
b73cd6aa28.jpg,person,0.29,27.9,192.6,180.3,329.8
41ce31bee5.jpg,person,0.94,571.2,592.5,1122.7,1024.2
41ce31bee5.jpg,person,0.94,2.1,590.1,557.1,1022.7
41ce31bee5.jpg,person,0.94,567.7,60.3,1121.2,512.0
41ce31bee5.jpg,person,0.88,71.7,92.1,487.0,502.9
41ce31bee5.jpg,bottle,0.59,592.3,57.9,626.0,143.7
41ce31bee5.jpg,bottle,0.44,497.6,585.2,532.5,671.0
41ce31bee5.jpg,bottle,0.37,590.4,589.4,624.9,675.2
3f1d7d0b1c.jpg,person,0.87,202.0,394.5,825.1,958.4
3f1d7d0b1c.jpg,tie,0.58,520.2,720.1,603.5,940.3
d6989930ce.jpg,person,0.83,6.4,0.0,1079.7,1193.4
bc9fdc99dd.jpg,person,0.93,693.1,828.3,1069.2,1220.1
bc9fdc99dd.jpg,person,0.91,0.0,654.1,448.7,1217.8
bc9fdc99dd.jpg,person,0.91,824.5,51.7,1080.0,659.4
bc9fdc99dd.jpg,person,0.87,0.5,86.8,414.1,647.5
a418cb6982.jpg,person,0.87,145.8,112.0,551.5,381.6
f2187a183c.jpg,person,0.86,68.0,381.6,864.3,995.6
2e4874a285.jpg,person,0.88,22.6,1.3,536.0,557.3
de8bf9e22c.jpg,person,0.93,385.3,272.5,883.6,994.3
d53c8a51da.jpg,person,0.94,355.1,334.9,804.3,847.0
d53c8a51da.jpg,chair,0.39,161.8,556.2,584.4,847.9
d53c8a51da.jpg,car,0.3,747.0,248.5,829.8,307.5
f3340d15c4.jpg,person,0.92,0.3,178.9,406.8,925.7
f3340d15c4.jpg,person,0.89,523.8,38.0,1079.8,929.6
f3340d15c4.jpg,sports ball,0.74,465.6,283.9,691.3,583.0
f3340d15c4.jpg,person,0.47,523.3,137.2,664.0,317.4
6b21503d1b.jpg,person,0.82,51.6,287.3,332.4,882.9
6b21503d1b.jpg,person,0.81,518.7,190.1,1062.0,969.4
6b21503d1b.jpg,person,0.77,871.1,29.2,1079.7,964.5
6b21503d1b.jpg,person,0.42,553.3,797.4,730.2,973.4
e15c1bd01a.jpg,person,0.82,531.2,248.2,1038.8,1341.5
e15c1bd01a.jpg,person,0.68,0.9,579.5,157.0,1038.1
e15c1bd01a.jpg,person,0.27,17.4,562.0,188.5,1017.4
e15c1bd01a.jpg,person,0.25,75.7,568.9,182.3,756.4
3f1ef7c8bf.jpg,person,0.73,698.7,81.4,1079.9,608.2
3f1ef7c8bf.jpg,person,0.61,191.4,56.6,781.6,989.5
3f1ef7c8bf.jpg,person,0.36,653.9,73.2,1079.7,1025.5
87806ea012.jpg,brak,0.0,0.0,0.0,0.0,0.0
93b2178d02.jpg,person,0.78,169.8,135.2,717.8,601.9
93b2178d02.jpg,person,0.78,202.6,282.4,416.1,542.0
93b2178d02.jpg,cell phone,0.6,617.2,380.5,649.7,441.4
93b2178d02.jpg,cell phone,0.5,592.1,321.3,662.9,442.2
2409a5e7de.jpg,person,0.89,62.4,281.7,619.9,755.4
2409a5e7de.jpg,person,0.54,78.7,211.7,1046.3,757.3
ea7587c6c0.jpg,person,0.78,537.2,592.7,1041.1,1098.4
ea7587c6c0.jpg,person,0.73,192.5,0.8,870.8,573.7
ea7587c6c0.jpg,person,0.48,2.0,592.6,387.7,1081.7
07c426959b.jpg,person,0.65,411.0,321.5,1080.0,1012.5
07c426959b.jpg,donut,0.31,147.7,253.8,418.0,494.4
07c426959b.jpg,donut,0.28,306.0,651.4,461.3,871.8
07c426959b.jpg,donut,0.27,133.3,482.4,360.9,786.1
84a5159cc4.jpg,person,0.96,523.4,3.4,1079.3,551.6
84a5159cc4.jpg,person,0.93,356.6,600.5,665.5,1034.6
84a5159cc4.jpg,person,0.91,634.4,608.7,857.2,1025.5
84a5159cc4.jpg,person,0.89,2.4,581.5,339.9,1034.4
84a5159cc4.jpg,person,0.79,0.5,1.7,252.6,436.6
84a5159cc4.jpg,person,0.46,237.8,6.7,493.4,514.0
84a5159cc4.jpg,tie,0.27,115.4,754.6,197.7,1035.5
d1f6287a44.jpg,person,0.95,638.7,509.2,1069.3,1018.5
d1f6287a44.jpg,person,0.89,43.3,211.1,475.8,495.4
d1f6287a44.jpg,tie,0.88,778.1,142.4,848.9,196.7
d1f6287a44.jpg,person,0.85,684.2,0.9,1049.3,487.8
d1f6287a44.jpg,tie,0.85,777.2,881.4,933.7,976.9
d1f6287a44.jpg,tie,0.32,988.0,873.8,1038.3,1020.5
f39d2e14e4.jpg,person,0.69,0.0,1.7,813.8,649.8
f39d2e14e4.jpg,suitcase,0.4,533.8,923.0,1079.5,1055.0
e4b480ae63.jpg,person,0.79,0.0,56.7,1071.9,1318.7
1bd01621aa.jpg,person,0.88,679.7,191.2,1036.8,1195.9
1bd01621aa.jpg,person,0.63,83.2,174.6,579.8,1192.8
c0e9be687d.jpg,cat,0.84,545.0,284.9,1079.6,713.9
c0e9be687d.jpg,person,0.51,1.7,284.8,453.3,717.6
9d7b374e3f.jpg,person,0.91,33.9,29.3,379.5,502.1
9d7b374e3f.jpg,person,0.72,309.4,35.6,578.8,501.2
4c13f7de03.jpg,person,0.89,179.5,47.7,338.7,261.2
97364df62a.jpg,person,0.92,224.1,295.1,671.4,1060.1
afc69534e0.jpg,person,0.93,314.4,554.1,858.3,1026.3
afc69534e0.jpg,person,0.91,741.9,642.8,1079.6,1030.2
afc69534e0.jpg,tie,0.88,879.3,960.3,938.8,1034.0
afc69534e0.jpg,person,0.81,334.1,34.2,1062.2,544.1
afc69534e0.jpg,tie,0.8,546.4,162.3,598.4,443.3
afc69534e0.jpg,tie,0.8,26.0,833.3,129.3,1030.0
afc69534e0.jpg,person,0.76,365.4,0.0,677.0,528.9
afc69534e0.jpg,person,0.66,0.4,1.1,431.8,555.2
afc69534e0.jpg,person,0.62,0.0,512.2,205.1,1025.8
afc69534e0.jpg,tie,0.59,185.2,148.6,254.3,434.6
afc69534e0.jpg,tie,0.41,50.2,838.2,116.2,1031.6
afc69534e0.jpg,tie,0.4,709.3,245.0,758.9,342.6
afc69534e0.jpg,person,0.39,0.0,506.4,327.9,1022.4
afc69534e0.jpg,person,0.29,547.6,34.9,1067.6,541.6
780f011696.jpg,person,0.9,543.7,0.0,1061.9,584.0
780f011696.jpg,person,0.86,0.5,2.1,534.1,581.2
f9928f4708.jpg,person,0.72,163.8,300.7,382.5,684.4
f9928f4708.jpg,teddy bear,0.48,44.6,855.8,529.7,1341.1
f9928f4708.jpg,person,0.33,568.8,29.4,1072.2,782.0
f9928f4708.jpg,backpack,0.25,215.4,367.9,344.1,509.6
1f77a23cfc.jpg,person,0.69,43.6,169.7,1078.9,1190.6
c9b23bd918.jpg,person,0.85,21.1,332.3,712.3,902.0
5e71fe09c2.jpg,person,0.73,5.9,213.2,792.3,1082.9
5e71fe09c2.jpg,person,0.42,508.3,204.1,804.2,1063.0
5e71fe09c2.jpg,car,0.33,0.0,4.0,1066.6,1101.1
0ca777018c.jpg,person,0.95,221.2,18.1,1067.4,801.2
efebfd6834.jpg,person,0.85,629.0,569.0,1078.6,1079.1
efebfd6834.jpg,person,0.84,2.5,574.9,378.0,1079.9
efebfd6834.jpg,person,0.74,8.2,111.4,541.6,522.3
efebfd6834.jpg,person,0.64,541.9,1.4,1077.6,484.7
efebfd6834.jpg,tie,0.54,808.9,738.5,894.5,879.6
efebfd6834.jpg,book,0.46,94.0,689.5,265.3,821.0
efebfd6834.jpg,tie,0.3,805.1,739.2,894.4,936.9
902379ad6e.jpg,person,0.33,155.4,231.6,527.1,570.3
32a53ec510.jpg,person,0.82,58.0,208.1,305.7,448.4
32a53ec510.jpg,person,0.82,580.5,105.8,660.4,267.4
32a53ec510.jpg,person,0.81,58.7,648.3,298.4,887.5
32a53ec510.jpg,person,0.76,579.3,542.2,658.5,703.5
32a53ec510.jpg,person,0.66,303.9,629.3,356.7,721.5
32a53ec510.jpg,person,0.66,306.3,192.6,357.5,284.6
32a53ec510.jpg,person,0.64,360.3,610.2,399.7,715.9
32a53ec510.jpg,person,0.57,427.3,86.1,516.1,259.6
32a53ec510.jpg,person,0.57,537.1,151.5,573.4,264.2
32a53ec510.jpg,person,0.57,397.2,168.6,439.6,268.2
32a53ec510.jpg,person,0.56,365.2,173.2,400.1,273.0
32a53ec510.jpg,person,0.55,535.6,589.8,570.2,701.4
32a53ec510.jpg,person,0.52,397.9,604.6,436.8,704.9
32a53ec510.jpg,person,0.52,453.3,524.1,517.2,696.1
32a53ec510.jpg,person,0.51,506.3,119.0,545.6,262.5
32a53ec510.jpg,person,0.43,436.4,185.1,476.7,261.6
32a53ec510.jpg,person,0.43,508.3,356.3,624.2,447.7
32a53ec510.jpg,person,0.41,371.4,800.1,418.5,885.4
32a53ec510.jpg,person,0.34,427.0,622.5,475.2,698.8
32a53ec510.jpg,person,0.32,509.4,792.4,622.0,886.2
32a53ec510.jpg,person,0.32,423.7,359.4,460.7,448.4
32a53ec510.jpg,person,0.31,372.0,364.0,422.7,447.5
32a53ec510.jpg,person,0.31,467.1,86.0,515.2,259.1
32a53ec510.jpg,person,0.3,506.4,551.6,542.6,700.7
32a53ec510.jpg,person,0.3,594.0,715.7,654.6,818.1
32a53ec510.jpg,person,0.28,311.5,801.3,389.2,887.8
32a53ec510.jpg,person,0.27,311.9,365.9,387.9,451.4
350bf6874d.jpg,person,0.75,554.6,119.1,949.8,536.5
350bf6874d.jpg,person,0.67,0.0,134.9,585.8,448.4
5fb618006e.jpg,person,0.8,11.9,170.2,299.2,380.8
5fb618006e.jpg,person,0.67,439.4,200.3,647.8,337.8
1c493e5885.jpg,person,0.76,41.0,388.7,658.6,875.1
ca7031fafe.jpg,brak,0.0,0.0,0.0,0.0,0.0
fd4f670d6d.jpg,person,0.93,383.0,272.2,719.3,958.3
fd4f670d6d.jpg,person,0.93,0.0,280.5,269.0,958.2
fd4f670d6d.jpg,person,0.82,174.9,252.8,532.0,960.0
9c00b6a26c.jpg,person,0.59,598.4,492.9,740.5,708.6
9c00b6a26c.jpg,person,0.35,153.1,400.1,316.4,777.7
ad9c3aa6f8.jpg,person,0.54,2.4,103.6,483.2,683.8
426374207e.jpg,person,0.89,42.6,79.9,725.9,1056.2
426374207e.jpg,tie,0.5,278.1,369.3,366.2,829.3
fa1b124a88.jpg,person,0.26,49.4,420.9,300.3,764.2
c893ddb7ea.jpg,person,0.83,42.8,748.4,434.5,1056.5
c893ddb7ea.jpg,person,0.65,545.7,697.5,1078.1,1151.6
46aa2d7424.jpg,person,0.82,245.7,153.5,490.5,417.7
46aa2d7424.jpg,car,0.5,0.0,72.5,594.0,453.1
5dc15feb43.jpg,person,0.8,15.6,146.4,959.4,954.3
5dc15feb43.jpg,person,0.57,1.8,142.1,469.5,959.5
2d6e438dcb.jpg,person,0.94,530.3,562.8,1046.2,1079.3
2d6e438dcb.jpg,person,0.87,671.7,43.7,895.9,298.7
2d6e438dcb.jpg,person,0.84,4.2,13.2,349.6,535.9
2d6e438dcb.jpg,laptop,0.68,690.7,285.0,1018.8,522.4
2d6e438dcb.jpg,donut,0.45,672.8,202.6,729.6,248.7
2d6e438dcb.jpg,person,0.43,946.1,807.8,1079.6,895.6
2d6e438dcb.jpg,chair,0.42,1004.3,441.8,1080.0,531.1
2d6e438dcb.jpg,pizza,0.34,672.0,202.1,731.0,252.6
2d6e438dcb.jpg,pizza,0.32,671.6,203.2,753.5,258.2
2d6e438dcb.jpg,person,0.29,167.6,641.4,275.7,734.8
4e4e0697d9.jpg,person,0.85,0.0,46.8,944.2,1143.0
4e4e0697d9.jpg,person,0.7,703.9,454.8,974.8,1060.4
d020dabc51.jpg,bird,0.59,394.0,325.4,508.7,413.3
d020dabc51.jpg,person,0.48,563.6,363.8,697.9,535.0
d020dabc51.jpg,bird,0.27,368.6,268.9,487.6,331.4
e9686ba10c.jpg,person,0.96,0.0,1.9,239.3,239.4
e9686ba10c.jpg,person,0.93,242.5,8.8,478.3,237.8
e9686ba10c.jpg,person,0.91,2.0,246.9,240.1,477.0
e9686ba10c.jpg,person,0.87,235.3,256.5,467.6,477.0
5256328674.jpg,person,0.86,5.5,375.1,784.3,1019.8
7b7bc5f625.jpg,person,0.9,145.4,473.0,419.3,791.4
7b7bc5f625.jpg,person,0.89,271.6,170.1,406.0,439.8
7b7bc5f625.jpg,person,0.88,446.7,461.8,664.4,789.4
7b7bc5f625.jpg,person,0.86,91.4,172.1,225.9,439.7
7b7bc5f625.jpg,kite,0.46,141.4,220.5,663.7,709.3
7b7bc5f625.jpg,bench,0.38,25.5,263.6,486.1,436.5
7b7bc5f625.jpg,tie,0.38,321.7,230.6,345.2,307.7
fc6ca45923.jpg,frisbee,0.71,322.4,1146.1,727.6,1367.5
fc6ca45923.jpg,person,0.41,133.5,878.8,416.0,1145.1
fc6ca45923.jpg,bowl,0.37,255.5,468.8,607.4,789.7
fc6ca45923.jpg,person,0.28,704.3,972.3,898.3,1288.0
fc6ca45923.jpg,person,0.26,288.7,504.1,591.6,759.8
cb2d5c6c1a.jpg,boat,0.42,280.5,250.9,699.2,448.9
cb2d5c6c1a.jpg,boat,0.34,209.6,197.9,697.4,447.1
0fba7fbc71.jpg,cake,0.76,30.2,822.1,981.2,1266.4
0fba7fbc71.jpg,banana,0.3,77.4,210.2,992.6,629.5
ce47c26466.jpg,person,0.95,539.3,1.7,990.8,299.5
ce47c26466.jpg,person,0.93,560.2,305.4,1056.3,605.8
ce47c26466.jpg,person,0.85,245.2,314.4,494.3,604.0
ce47c26466.jpg,person,0.83,223.4,21.0,463.1,286.9
ce47c26466.jpg,tie,0.51,591.5,536.6,1051.1,608.0
ce47c26466.jpg,cell phone,0.3,888.2,86.1,945.5,210.0
7e552ff965.jpg,person,0.9,60.1,16.4,656.2,602.2
7e552ff965.jpg,person,0.7,757.2,7.0,1077.3,597.3
7e552ff965.jpg,person,0.3,757.3,5.3,1076.6,421.5
7e552ff965.jpg,cup,0.27,821.1,364.7,890.7,426.5
6fd040e0d8.jpg,person,0.77,58.4,229.0,417.4,589.0
6fd040e0d8.jpg,person,0.73,150.9,0.0,471.0,401.8
6fd040e0d8.jpg,cell phone,0.25,263.0,87.5,286.2,124.8
b23444194f.jpg,person,0.92,284.9,208.5,847.1,764.5
b23444194f.jpg,person,0.56,0.2,676.6,101.9,896.9
b23444194f.jpg,cake,0.46,189.4,729.6,466.8,874.1
b23444194f.jpg,dining table,0.34,42.0,716.8,1033.0,903.0
0bcb24679b.jpg,brak,0.0,0.0,0.0,0.0,0.0
1aa32a4ec5.jpg,person,0.88,364.3,0.0,472.5,232.1
1aa32a4ec5.jpg,person,0.88,310.4,550.0,468.8,707.6
1aa32a4ec5.jpg,person,0.88,0.0,471.1,201.6,707.4
1aa32a4ec5.jpg,person,0.85,355.0,265.9,473.4,472.1
1aa32a4ec5.jpg,person,0.82,0.8,237.2,187.1,467.7
1aa32a4ec5.jpg,person,0.59,0.5,0.7,185.4,231.8
cf0724c993.jpg,person,0.92,529.4,486.8,960.0,946.8
cf0724c993.jpg,person,0.82,525.4,0.0,959.8,480.4
cf0724c993.jpg,person,0.32,520.6,2.7,633.7,473.5
bd0f375e99.jpg,person,0.89,33.6,236.1,619.3,785.8
e5bcae0c60.jpg,person,0.6,77.0,5.3,653.3,690.8
7bf7b344a7.jpg,person,0.89,193.1,223.5,865.1,1259.9
7bf7b344a7.jpg,tie,0.75,374.0,584.5,499.6,876.1
d842ff02ea.jpg,person,0.93,408.8,29.7,831.8,578.2
d842ff02ea.jpg,person,0.89,665.0,586.7,1040.6,1151.3
d842ff02ea.jpg,person,0.86,35.4,585.3,378.9,1106.4
d842ff02ea.jpg,person,0.86,246.6,96.8,446.4,519.1
d842ff02ea.jpg,person,0.86,380.4,762.5,669.1,1153.1
d842ff02ea.jpg,person,0.83,623.2,782.4,804.1,980.9
d842ff02ea.jpg,tie,0.78,584.8,249.9,646.3,576.8
d842ff02ea.jpg,person,0.63,307.4,843.8,411.9,996.8
d842ff02ea.jpg,bottle,0.34,803.2,711.2,828.6,772.7
d842ff02ea.jpg,chair,0.32,763.2,421.3,905.2,584.4
53f2ca9f0f.jpg,person,0.9,490.4,0.0,1078.8,579.9
53f2ca9f0f.jpg,person,0.88,0.2,0.3,489.9,584.2
9ab87681a5.jpg,person,0.91,132.0,157.6,346.7,608.6
5fb9c9f428.jpg,person,0.91,10.6,30.6,379.5,720.5
5fb9c9f428.jpg,tie,0.86,490.4,350.6,538.2,423.0
5fb9c9f428.jpg,person,0.84,341.9,133.7,647.3,717.5
5fb9c9f428.jpg,person,0.81,714.4,163.5,901.6,456.9
5fb9c9f428.jpg,tie,0.7,217.0,287.8,280.9,452.6
5fb9c9f428.jpg,person,0.66,749.5,16.5,1079.2,720.8
5fb9c9f428.jpg,tie,0.6,747.6,362.3,784.4,439.1
5fb9c9f428.jpg,chair,0.4,531.4,579.1,590.1,727.0
5fb9c9f428.jpg,tie,0.28,234.4,286.9,331.7,624.0
5fb9c9f428.jpg,person,0.28,752.8,250.8,1079.7,721.6
350d18041c.jpg,person,0.8,0.0,1.8,1073.1,1281.6
813b72887a.jpg,person,0.74,480.1,465.7,677.3,886.5
813b72887a.jpg,cell phone,0.56,173.3,466.2,388.2,885.5
813b72887a.jpg,person,0.47,332.7,524.4,523.2,886.4
f9c5633fb3.jpg,brak,0.0,0.0,0.0,0.0,0.0
553f440446.jpg,person,0.88,68.1,190.7,326.0,765.6
553f440446.jpg,car,0.84,209.8,111.6,460.3,248.3
553f440446.jpg,person,0.82,510.8,52.0,1030.7,1305.4
553f440446.jpg,car,0.82,0.0,127.5,492.9,515.6
553f440446.jpg,car,0.48,1.3,110.9,267.6,222.4
553f440446.jpg,person,0.38,181.6,798.6,524.4,1307.8
553f440446.jpg,person,0.36,185.4,796.0,519.9,1023.3
553f440446.jpg,handbag,0.36,99.7,472.1,206.0,626.3
553f440446.jpg,person,0.29,595.2,128.3,623.1,193.8
553f440446.jpg,car,0.28,460.6,174.1,674.0,401.1
299479d914.jpg,person,0.94,272.8,497.7,1028.1,1543.2
65fc1a8064.jpg,person,0.84,5.7,178.7,960.5,993.1
c59a4a6199.jpg,bird,0.65,202.3,610.9,265.0,658.3
c59a4a6199.jpg,bird,0.35,361.4,689.9,439.8,736.1
c59a4a6199.jpg,bird,0.31,229.4,738.9,288.8,792.3
8ecfa8eba3.jpg,bicycle,0.92,70.2,30.6,599.5,459.4
8ecfa8eba3.jpg,bicycle,0.88,50.4,682.0,594.9,1017.0
a8735a8bf2.jpg,person,0.94,68.5,140.2,433.1,554.9
a8735a8bf2.jpg,person,0.93,561.0,582.8,1074.6,1092.8
a8735a8bf2.jpg,person,0.92,543.4,85.4,1079.4,552.4
a8735a8bf2.jpg,laptop,0.41,465.7,452.3,808.3,542.5
f00ebf229e.jpg,person,0.52,21.0,116.7,1025.1,926.4
f00ebf229e.jpg,person,0.48,44.1,109.8,805.5,721.9
332f8b0741.jpg,person,0.65,0.0,127.7,768.8,959.8
53e61f6257.jpg,person,0.95,739.1,250.9,1079.7,784.0
53e61f6257.jpg,person,0.94,374.8,203.1,735.6,782.1
53e61f6257.jpg,dog,0.66,12.1,208.7,373.3,782.4
53e61f6257.jpg,tie,0.28,121.1,659.5,171.8,773.4
6509ec895f.jpg,cell phone,0.36,161.5,418.0,925.2,727.6
6509ec895f.jpg,keyboard,0.34,148.6,1.7,1077.0,298.2
6e0f0221ec.jpg,car,0.84,477.2,582.9,612.5,683.4
6e0f0221ec.jpg,car,0.82,242.4,608.9,299.4,648.5
6e0f0221ec.jpg,car,0.67,292.6,613.6,327.5,641.6
6e0f0221ec.jpg,car,0.63,317.8,581.9,468.0,696.4
6e0f0221ec.jpg,car,0.61,131.1,607.2,186.4,647.3
6e0f0221ec.jpg,car,0.55,21.2,597.0,104.2,665.2
6e0f0221ec.jpg,car,0.52,180.9,623.2,210.9,646.7
6e0f0221ec.jpg,truck,0.46,21.3,596.9,103.5,664.2
6e0f0221ec.jpg,truck,0.33,111.3,586.9,154.8,641.5
0ff9e85e0c.jpg,airplane,0.43,207.2,0.0,1060.8,539.0
6d9d6ed8e4.jpg,person,0.26,158.8,472.8,275.1,668.9
b2067d639f.jpg,person,0.56,38.5,280.7,525.9,636.4
b2067d639f.jpg,car,0.35,44.5,126.9,665.0,631.9
b2067d639f.jpg,person,0.27,38.5,280.8,315.7,537.0
46635b41aa.jpg,brak,0.0,0.0,0.0,0.0,0.0
129d686c25.jpg,person,0.94,0.8,0.0,874.9,633.4
129d686c25.jpg,person,0.78,205.4,644.9,1037.9,1293.1
64f3d56350.jpg,person,0.56,163.0,382.1,558.8,834.5
310e587052.jpg,person,0.89,0.9,121.8,523.7,665.9
330ec197ad.jpg,dog,0.4,775.3,374.6,1011.4,649.1
330ec197ad.jpg,cat,0.32,775.0,375.7,1013.1,649.1
71528496da.jpg,person,0.92,547.2,0.0,1061.0,585.0
71528496da.jpg,person,0.9,2.0,0.0,536.0,582.5
77f8bbce02.jpg,person,0.94,0.0,0.0,720.0,570.1
6ade5c08b9.jpg,tie,0.81,588.9,681.9,701.1,925.2
6ade5c08b9.jpg,person,0.8,352.7,314.9,954.8,1046.2
c37eff8a7a.jpg,brak,0.0,0.0,0.0,0.0,0.0
fbaecd9bcd.jpg,person,0.71,27.2,176.8,210.5,350.3
fbaecd9bcd.jpg,refrigerator,0.54,401.1,145.0,459.8,316.4
fbaecd9bcd.jpg,tv,0.46,172.9,152.7,353.0,269.0
fbaecd9bcd.jpg,potted plant,0.45,415.1,116.3,445.3,146.0
fbaecd9bcd.jpg,vase,0.37,27.4,174.9,49.9,209.4
fbaecd9bcd.jpg,person,0.34,19.5,176.5,382.9,352.5
5f0cbf2d85.jpg,brak,0.0,0.0,0.0,0.0,0.0
0d386c1390.jpg,person,0.91,3.0,122.0,163.8,421.8
0d386c1390.jpg,person,0.86,477.1,149.4,562.5,422.0
0d386c1390.jpg,truck,0.36,71.9,24.5,543.3,309.4
73d28ec1d4.jpg,person,0.9,122.3,212.0,1066.7,1006.4
aaa356d014.jpg,person,0.96,239.9,154.2,476.5,525.5
aaa356d014.jpg,person,0.94,0.0,154.5,236.7,525.2
aaa356d014.jpg,tie,0.53,337.3,388.3,403.7,527.2
aaa356d014.jpg,person,0.51,274.6,592.2,352.2,671.2
aaa356d014.jpg,hot dog,0.48,22.9,457.7,210.1,526.6
aaa356d014.jpg,person,0.4,369.6,585.1,451.9,687.6
aaa356d014.jpg,person,0.39,149.3,533.2,274.6,671.6
aaa356d014.jpg,person,0.35,121.1,547.6,175.3,661.3
aaa356d014.jpg,person,0.34,17.0,604.3,106.5,699.2
be469819ec.jpg,cow,0.33,6.3,27.6,371.3,301.3
0c1bbda72f.jpg,person,0.96,510.4,282.8,993.8,849.9
0c1bbda72f.jpg,person,0.93,71.4,275.3,497.8,853.1
d8f0c8a3a1.jpg,dog,0.93,738.6,7.2,1000.5,477.3
d8f0c8a3a1.jpg,person,0.85,4.2,616.7,328.4,961.6
d8f0c8a3a1.jpg,person,0.83,1.8,970.8,630.5,1447.2
d8f0c8a3a1.jpg,person,0.82,282.0,488.8,789.7,965.4
d8f0c8a3a1.jpg,person,0.81,802.8,640.5,1080.0,965.4
d8f0c8a3a1.jpg,dog,0.58,368.8,15.6,690.5,476.5
d8f0c8a3a1.jpg,sheep,0.54,38.9,47.0,301.1,474.6
d8f0c8a3a1.jpg,person,0.41,641.8,604.1,821.2,947.6
e4b79c292c.jpg,person,0.9,21.9,134.2,191.0,262.3
e4b79c292c.jpg,person,0.63,134.5,263.8,263.6,383.8
e4b79c292c.jpg,person,0.46,17.9,0.0,294.7,271.1
e4b79c292c.jpg,person,0.39,134.7,0.2,290.9,130.0
e4b79c292c.jpg,person,0.3,31.6,263.9,263.8,383.7
0e9a15ee2a.jpg,laptop,0.33,1.2,0.0,1074.8,1027.4
3baf4c8c68.jpg,person,0.8,736.1,147.5,1079.4,764.6
3baf4c8c68.jpg,person,0.69,711.9,169.8,856.6,515.8
3baf4c8c68.jpg,person,0.69,286.7,76.5,770.9,750.0
3baf4c8c68.jpg,person,0.52,0.8,142.5,289.2,735.5
3baf4c8c68.jpg,person,0.28,202.4,184.3,346.0,419.7
968f8faa4b.jpg,person,0.92,159.5,53.2,718.5,672.7
968f8faa4b.jpg,person,0.92,148.4,1419.1,666.0,2047.4
968f8faa4b.jpg,person,0.87,3.9,680.7,479.4,1354.2
968f8faa4b.jpg,person,0.81,829.4,3.5,1254.0,671.7
968f8faa4b.jpg,person,0.79,704.9,333.0,867.1,587.6
968f8faa4b.jpg,person,0.74,851.9,1372.9,1253.3,2046.4
968f8faa4b.jpg,person,0.7,703.2,1693.8,867.1,1929.5
968f8faa4b.jpg,person,0.68,522.7,720.9,1018.3,1355.0
65ba682469.jpg,person,0.68,110.7,87.1,910.0,1186.4
65ba682469.jpg,tie,0.66,485.5,339.8,579.4,505.3
7517d5e4a3.jpg,person,0.95,138.4,635.5,612.9,1138.1
7517d5e4a3.jpg,person,0.8,3.6,10.7,674.1,590.6
7517d5e4a3.jpg,tie,0.64,340.3,323.6,394.1,527.5
7517d5e4a3.jpg,refrigerator,0.43,517.8,736.3,959.1,1138.0
7517d5e4a3.jpg,cup,0.29,897.9,428.0,961.9,564.2
4adef92292.jpg,airplane,0.79,281.8,377.5,559.0,527.2
d8c7f5e09e.jpg,person,0.78,502.8,137.4,552.3,278.6
d8c7f5e09e.jpg,person,0.66,0.1,63.8,135.3,329.9
d8c7f5e09e.jpg,person,0.57,70.0,7.2,267.3,240.9
05bdf6d8c4.jpg,person,0.73,576.0,59.7,911.3,364.6
05bdf6d8c4.jpg,train,0.54,0.0,1.5,1080.0,1058.0
05bdf6d8c4.jpg,person,0.46,539.6,661.8,835.5,998.8
36aea13d57.jpg,person,0.88,0.5,30.2,1072.1,1078.0
0149450f2c.jpg,person,0.93,586.3,48.2,1385.3,795.6
0149450f2c.jpg,person,0.81,2.3,0.2,546.0,792.2
0149450f2c.jpg,person,0.8,1430.2,3.5,1918.6,775.8
0149450f2c.jpg,tie,0.68,921.1,372.6,1017.5,760.5
0149450f2c.jpg,frisbee,0.6,19.1,1149.6,608.4,1334.8
0149450f2c.jpg,person,0.34,62.2,1326.4,1837.7,1759.7
d5bdee1a42.jpg,person,0.7,364.0,50.3,1079.4,1315.0
